Speed1,E1,N1,Speed2,Alt2,E2,N2,U2,IVS1,rel_speed,slope,acceleration
0.1718244376889674,21527.405913635903,67543.58216694168,0.0150000009365199,312.1720000001428,21530.105172449432,67556.36867121876,-230.5983428594999,7.46830860403754,-0.5645679723088111,0.0,-1.4656193249205642
0.2104077715992884,21527.40604186516,67543.5451203048,0.021999999978787,312.1699999998482,21530.105165709432,67556.3686500025,-230.6003427360395,7.5045100417640755,-0.6782679778338051,-15.0,-1.4587731663779457
0.2793433224357315,21527.40610598164,67543.52659698774,0.0120000003304155,312.17399999967694,21530.112957934467,67556.36871908192,-230.5963694798856,7.524296071652351,-0.9624359595791377,15.0,-1.43937411730608
0.3657699886148144,21527.393270246288,67543.4895059522,0.0269999967281089,312.1739999998701,21530.11295793633,67556.36871908196,-230.59636947969892,7.563237898531012,-1.21957197079214,5.721496811813907,-1.4215788310559354
0.4588844302074342,21527.393462590582,67543.43393600034,0.0430000005429961,312.17699999966135,21530.105189297512,67556.36872426093,-230.5933431696953,7.615983091676752,-1.497183946791977,15.0,-1.4003765696907213
0.5808077613820861,21527.3806909716,67543.37832164232,0.0309999995234051,312.1789999995139,21530.11297478268,67556.36877212394,-230.59136978977628,7.6746818620928385,-1.9793079426912514,14.222905106781672,-1.3589082038335927
0.7037599832493694,21527.36798346573,67543.30418396983,0.0489999989962052,312.1839999995228,21530.11299163189,67556.36882516481,-230.58637009883083,7.7499033474386945,-2.357135943311391,15.0,-1.3193160491572522
0.8503766437769805,21527.35527595929,67543.23004629758,0.048999997396369,312.1850000000284,21530.11299500137,67556.36883577495,-230.5853701618535,7.8250811262197635,-2.8849559269702016,15.0,-1.2507508028512244
1.0319755345940993,21527.342696683136,67543.1188619915,0.0839999976319127,312.18599999957445,21530.11303684507,67556.35773184527,-230.5842524392756,7.925622337543201,-3.4127119330638718,5.747996146997643,-1.157216018469899
1.1893955287642917,21527.317153441105,67543.00763327909,0.070000003800425,312.1919999989135,21530.11301858809,67556.36891003049,-230.5783705957841,8.050662194472263,-4.02982388986992,15.0,-0.9785901257481884
1.427583305529998,21527.29173842585,67542.85935793306,0.0430000033327398,312.19500000122486,21530.12080744416,67556.36896850415,-230.57539727492545,8.20265225573154,-4.98449988791013,15.0,-0.03562561962826248
1.5988933099092493,21527.266323409505,67542.71108258514,0.0210000022021564,312.183999999346,21530.12077037852,67556.36885181136,-230.58639659515896,8.35286808278634,-5.680415907745535,-15.0,7.368165772264314e-16
1.8108444148418423,21527.241036621595,67542.52576060682,0.019999996940623,312.20099999902544,21530.120827663413,67556.36903215351,-230.5693976483936,8.539638027897832,-6.44703990444439,15.0,6.859230692803454e-16
2.0433732998647,21527.20284997961,67542.3218709023,0.0469999997949591,312.1940000006116,21530.11302532792,67556.36893124995,-230.57637071719952,8.745348548160429,-7.186943880251068,-15.0,6.508380653909262e-16
2.2800177561990345,21527.16472744764,67542.09945788272,0.0280000007274905,312.19500000089545,21530.12084591844,67556.35785396678,-230.57527949068825,8.961610326582877,-8.107263919697559,4.60097360887734,6.1440733706894e-16
2.441553296062932,21527.12666902717,67541.85852154765,0.0679999889998974,312.1839999997512,21530.113030105866,67556.35771062928,-230.5862523153416,9.203541350542968,-8.544791905426925,-15.0,5.485005668277105e-16
2.7975488554196284,21527.088738832823,67541.58053857676,0.1449999970727686,312.1989999985197,21530.12089787028,67556.34678186671,-230.5711619572984,9.47434672967572,-9.549175890048696,15.0,3.9891824383892494e-16
2.940564418752883,21527.03790877893,67541.28398788231,0.1399999942881439,312.20099999945813,21530.120943084494,67556.33568854803,-230.5690442935768,9.764204940693856,-10.082031928073063,10.807387508630159,0.030245323039567642
3.245629959419748,21526.987142833685,67540.96891387345,0.2409999879121422,312.20999999930814,21530.121088832417,67556.30244041857,-230.5596914998809,10.050516088384237,-10.816667897427381,15.0,0.24893072620317472
3.4915344150178367,21526.92354113984,67540.61674882643,0.2710000023707288,312.20999999975794,21530.121165780965,67556.28021134617,-230.5594559302561,10.386521242991243,-11.593923885529588,0.6071580024621126,0.4421683316208957
3.7436121839812495,21526.860003549977,67540.24606046105,0.291999982458514,312.2159999992913,21530.113522673983,67556.24690474644,-230.55307645346733,10.728270102355983,-12.425803925481848,10.574569856421508,0.5820414648028583
4.024498860946076,21526.79653006696,67539.85684877863,0.4919999804789276,312.2170000003117,21530.105901191968,67556.20243056944,-230.5515788802089,11.077229425870351,-12.716995969681733,1.9008954651089232,0.6455454953256484
4.213814408872667,21526.72022082821,67539.43054606019,0.5469999948877086,312.21499999985764,21530.098308074867,67556.14681003135,-230.5529633418585,11.45417704257564,-13.200531890345848,-1.4127674540097288,0.7176961905997529
4.568266622196525,21526.64397568992,67538.98572002385,0.6269999866751477,312.2179999998639,21530.09077028041,67556.08012799747,-230.54923032621804,11.838439635405686,-14.18855988787696,3.1839706215218633,0.805737441760534
4.827546637776884,21526.56785876481,67538.50384735539,0.7589999747057231,312.21500000068755,21530.07543352021,67556.01335567009,-230.5514704450836,12.257378365464447,-14.646767987056178,-1.87274463903701,0.8619352913356785
5.04721441535342,21526.491805942347,67538.00345136753,0.976999976272584,312.208000001336,21530.06019870308,67555.91319730609,-230.5573569655741,12.661775008972969,-14.652771980691012,-3.3253643312107566,0.8933041897761089
5.278199967306104,21526.38988926343,67537.48444325825,1.1069999826665349,312.1970000010831,21530.037210131657,67555.80185532628,-230.5670989588613,13.077005498365018,-15.01631994470245,-4.897641824101927,0.9397029468163872
5.573491063142345,21526.301000654745,67536.9469562376,1.2779999741180894,312.195999999077,21530.022110952355,67555.66841700378,-230.56663250695755,13.487685953681236,-15.46376792048732,0.19901438961276802,0.9872269692383823
5.914567750945772,21526.19934038776,67536.35385486284,1.4699999775503858,312.2030000002433,21529.991519706844,67555.52389572095,-230.5579957756907,13.941522215264044,-16.00044398422339,3.3460190808471975,1.0400298571266788
6.043693302860497,21526.084716118334,67535.76070908637,1.61699998177535,312.1959999999512,21529.968736979463,67555.35702349557,-230.5631491112485,14.377516273894,-15.93609595590653,-1.752593424152585,1.0658195403898871
6.387342184159732,21525.97022004608,67535.13051667916,1.774999974819651,312.2029999999522,21529.93822267792,67555.19027314188,-230.55427682357137,14.848444298530614,-16.604431953624292,2.996007826289395,1.1371553811972335
6.578201082658169,21525.85578806139,67534.48180095272,1.9759999769741268,312.19600000024064,21529.91555536832,67554.99005731313,-230.55907682043537,15.306226094889196,-16.567923980462552,-1.3646379610670267,1.1690044725119355
6.877093291691535,21525.728456178444,67533.81451751411,2.1289999773070187,312.20099999987684,21529.88518821926,67554.77882760015,-230.55173329276573,15.772428936432313,-17.09313593178426,1.9708736144068217,1.2417141192413994
7.135344419239988,21525.588288498308,67533.11014303961,2.3029999846214384,312.1940000010432,21529.84707882926,67554.54521487365,-230.5561269674621,16.254052246977153,-17.39643996462678,-1.0634108271784621,1.3066810954466206
7.315399969195767,21525.448184893296,67532.38724524918,2.39299997987238,312.1909999999031,21529.80898291495,67554.31164458083,-230.55652090159188,16.75387763765521,-17.7206399615642,-0.09537336095687464,1.3838698236691434
7.600916631046059,21525.308145363408,67531.64582414649,2.6039999768774065,312.1910000005311,21529.763233776368,67554.04473586201,-230.55353519139425,17.237667543060233,-17.98889995500715,0.6316874185935594,1.464924425616922
7.8030933138334575,21525.168234016204,67530.86735641147,2.7279999800675414,312.18699999955624,21529.71747115501,67553.77778471012,-230.5545492462126,17.757724276409316,-18.270336001557297,-0.21451657550756628,1.5557940495581388
7.960513304788108,21525.015358641704,67530.08884427707,2.91799997862571,312.19400000005726,21529.67182254076,67553.48872117419,-230.5443284332694,18.258685941259536,-18.153047974184634,2.000273537559833,1.6137682414261891
8.223394411898044,21524.84958333906,67529.29176443246,3.0369999832970875,312.1830000017962,21529.62615174393,67553.18835216419,-230.55198873833703,18.76929442857153,-18.67101994296344,-1.4443036916809033,1.7413914325997215
8.42145553197402,21524.68393620633,67528.45763795885,3.1939999790457483,312.17300000106417,21529.572782505744,67552.86573804736,-230.5583870710693,19.292893927179144,-18.81883999054178,-1.1209545997963521,1.8333054196088687
8.61334330597287,21524.5053891362,67527.60494376913,3.333999983031457,312.1640000014637,21529.52723385581,67552.53204664525,-230.56369419912804,19.82792524342025,-19.00563596258909,-0.9028021136124578,1.9339438907464102
